year,month,winner,week,season,playoff,team,elo_pre,elo_prob,elo_post,qbelo_pre,qb,qb_value_pre,qb_adj,qbelo_prob,qb_game_value,qb_value_post,qbelo_post,quality,importance,total_rating,score1,score2,pats_score,wins_per_month,avg_score,elo_pre_per_month,elo_post_per_month,annual_mean_temp,monthly_mean_temp,game_id,gameday,away_team,temp,referee,overtime,wind_per_month,annual_snowfall,snowfall,annual_mean_rain,monthly_mean_rain
2004,Oct,NE,6,2004,NA,NE,1714.25,0.7664452777309217,1722.56,1677.35271585,Tom Brady,143.04877785924,4.5512633344,0.695445530244,134.49142217643,142.193042290959,1688.53711289,96,NA,NA,13,7,13,4,24.5,1699.5555,1709.4455,51.3,50.3,2004_06_SEA_NE,2004-10-17,SEA,50,Terry McAulay,0,11.666666666666666,86.6,0.0,44.57,1.88
2004,Oct,PIT,7,2004,NA,NE,1722.56,0.655542391963547,1685.154,1688.53711289,Tom Brady,142.19304229086,3.42692806371,0.5307814715570001,63.91835618586,134.36557368036,1659.08049389,96,NA,NA,34,20,20,0,20,1722.56,1685.154,51.3,50.3,2004_07_NYJ_NE,2004-10-24,NYJ,46,Walt Anderson,0,11.666666666666666,86.6,0.0,44.57,1.88
2004,Nov,NE,8,2004,NA,NE,1685.154,0.6183599992763107,1706.803,1659.08049389,Tom Brady,134.36557368035997,-1.08016653258,0.521389483395,143.08969734246,135.23798604656997,1686.43890123,90,NA,NA,22,40,40,4,30,1708.9270000000001,1723.16275,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,3.9,44.57,2.91
2004,Nov,NE,9,2004,NA,NE,1706.803,0.8442907141777973,1715.535,1686.43890123,Tom Brady,135.23798604657,-0.969764521916,0.812087217346,123.79536711531,134.093724153444,1697.13575722,84,NA,NA,29,6,29,4,30,1708.9270000000001,1723.16275,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,3.9,44.57,2.91
2004,Nov,NE,10,2004,NA,NE,1715.535,0.6928996350288361,1728.216,1697.13575722,Tom Brady,134.09372415350998,-1.83523849154,0.640620518347,197.06663743239,140.391015481398,1712.36665889,93,NA,NA,19,27,27,4,30,1708.9270000000001,1723.16275,NA,NA,2004_10_BUF_NE,2004-11-14,BUF,40,Tom White,0,11,86.6,3.9,44.57,2.91
2004,Nov,NE,11,2004,NA,NE,1728.216,0.7554572067550607,1742.097,1712.36665889,Tom Brady,140.39101548153,1.09752097275,0.70790808794,93.31511307063,135.68342524044,1729.23810049,99,NA,NA,24,3,24,4,30,1708.9270000000001,1723.16275,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,3.9,44.57,2.91
2004,Dec,NE,12,2004,NA,NE,1742.097,0.8430371995495618,1751.332,1729.23810049,Tom Brady,135.68342524044,-1.58803350825,0.8712519872260001,45.90040204232999,126.70512292062898,1736.95606117,55,NA,NA,15,42,42,3,33.333333333333336,1745.5173333333335,1756.9726666666668,51.3,31.9,NA,NA,NA,NA,NA,NA,NA,86.6,7.2,44.57,3.66
2004,Dec,NE,13,2004,NA,NE,1751.332,0.8707129557971381,1756.005,1736.95606117,Tom Brady,126.70512292053,-6.24697797337,0.827332901232,235.71258479637,137.605869108114,1743.31594579,93,NA,NA,35,28,35,3,33.333333333333336,1745.5173333333335,1756.9726666666668,51.3,31.9,NA,NA,NA,NA,NA,NA,NA,86.6,7.2,44.57,3.66
2004,Dec,MIA,14,2004,NA,NE,1756.005,0.8186659957467437,1743.123,1743.31594579,Tom Brady,137.60586910818,-0.708531463476,0.827813708952,-2.3111919754473,123.61416299981728,1730.18607658,77,NA,NA,29,28,28,0,28,1756.005,1743.123,51.3,31.9,2004_14_CIN_NE,2004-12-12,CIN,39,Jeff Triplette,0,5,86.6,7.2,44.57,3.66
2004,Dec,NE,15,2004,NA,NE,1743.123,0.6244554518674481,1763.581,1730.18607658,Tom Brady,123.61416299991,-7.87080587879,0.5558348957370001,258.61397471349,137.114144171268,1754.78834548,99,NA,NA,7,23,23,3,33.333333333333336,1745.5173333333335,1756.9726666666668,51.3,31.9,NA,NA,NA,NA,NA,NA,NA,86.6,7.2,44.57,3.66
2005,Jan,NE,16,2004,NA,NE,1763.581,0.9542541644991464,1765.579,1754.78834548,Tom Brady,137.11414417107,-0.908938140056,0.869754760005,189.99300688401,142.402030442364,1756.24900647,25,NA,NA,21,7,21,1,21,1763.581,1765.579,44.7,26.3,NA,NA,NA,NA,NA,NA,NA,39.9,8.1,43.67,4.45
2005,Jan,NE,17,2004,d,NE,1765.579,0.6881636548161533,1782.545,1756.24900647,Tom Brady,142.40203044242998,1.6169550758,0.643937960539,112.9773706248,139.459564460667,1770.53506816,100,NA,NA,20,3,20,1,20,1765.579,1782.545,44.7,26.3,2004_17_SF_NE,2005-01-02,SF,32,Walt Coleman,0,4.5,39.9,8.1,43.67,4.45
2005,Jan,NE,18,2004,c,NE,1782.545,0.5029760560870672,1809.439,1770.53506816,Tom Brady,139.4595644607,-0.0822728129832,0.527166015722,192.74947835814,144.78855585044397,1798.8358064,100,NA,NA,27,41,41,1,41,1782.545,1809.439,44.7,26.3,NA,NA,NA,NA,NA,NA,NA,39.9,8.1,43.67,4.45
2005,Feb,NE,19,2004,s,NE,1809.439,0.7255721860032681,1816.506,1798.8358064,Tom Brady,144.78855585051,2.45390409283,0.560754380949,234.05935347432,153.715635612891,1806.22358999,100,NA,NA,21,24,24,1,24,1809.439,1816.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,20.0,43.67,2.7
2005,Sep,NE,1,2005,NA,NE,1712.67,0.895833128941385,1716.94,1648.07857555,Tom Brady,141.42112612352997,7.18606249812,0.817700464722,251.05772430651,152.384785941828,1655.71858022,71,NA,NA,30,20,30,2,26.5,1697.1095,1707.171,44.7,66.2,2005_01_OAK_NE,2005-09-08,OAK,74,Tony Corrente,0,0,39.9,0.0,43.67,1.78
2005,Sep,CAR,2,2005,NA,NE,1716.94,0.691060435742119,1681.549,1655.71858022,Tom Brady,152.38478594196,11.5865935398,0.623344643945,80.94599064254999,145.240906412019,1624.17591135,86,NA,NA,27,17,17,0,17,1716.94,1681.549,44.7,66.2,NA,NA,NA,NA,NA,NA,NA,39.9,0.0,43.67,1.78
2005,Sep,NE,3,2005,NA,NE,1681.549,0.439231574614978,1697.402,1624.17591135,Tom Brady,145.24090641191998,6.78552792961,0.426684342934,220.46476172028,152.763291942756,1640.79073641,95,NA,NA,20,23,23,2,26.5,1697.1095,1707.171,44.7,66.2,NA,NA,NA,NA,NA,NA,NA,39.9,0.0,43.67,1.78
2005,Oct,LAC,4,2005,NA,NE,1697.402,0.7749943047259696,1642.111,1640.79073641,Tom Brady,152.76329194269,9.6226277471,0.760279569599,99.27971335095,147.414934083516,1586.28004501,83,NA,NA,17,41,17,0,17,1697.402,1642.111,44.7,52.9,2005_04_SD_NE,2005-10-02,SD,73,Bill Leavy,0,3.5,39.9,1.1,43.67,9.41
2005,Oct,NE,5,2005,NA,NE,1642.111,0.5113310956178145,1655.611,1586.28004501,Tom Brady,147.41493408378,5.94098253385,0.498356842596,356.9385824697,168.367298922372,1600.00173081,77,NA,NA,28,31,31,2,26,1637.9705,1648.473,44.7,52.9,NA,NA,NA,NA,NA,NA,NA,39.9,1.1,43.67,9.41
2005,Oct,DEN,6,2005,NA,NE,1655.611,0.4962353445154716,1633.83,1600.00173081,Tom Brady,168.36729892224,15.6464144198,0.474967807798,207.48706744029,172.279275774045,1579.13437457,87,NA,NA,28,20,20,0,20,1655.611,1633.83,44.7,52.9,NA,NA,NA,NA,NA,NA,NA,39.9,1.1,43.67,9.41
2005,Oct,NE,7,2005,NA,NE,1633.83,0.770546839744188,1641.335,1579.13437457,Tom Brady,172.27927577421,16.3937508587,0.745379890829,137.21049498783,168.77239769557198,1587.23653337,67,NA,NA,21,16,21,2,26,1637.9705,1648.473,44.7,52.9,NA,NA,NA,NA,NA,NA,NA,39.9,1.1,43.67,9.41
2005,Nov,IND,8,2005,NA,NE,1641.335,0.499363911211217,1611.422,1587.23653337,Tom Brady,168.77239769544,13.4369261371,0.382613568258,309.03959612030997,182.799117537927,1564.40251938,98,NA,NA,21,40,21,0,21,1641.335,1611.422,44.7,44.8,NA,NA,NA,NA,NA,NA,NA,39.9,NA,43.67,3.71
2005,Nov,NE,9,2005,NA,NE,1611.422,0.6312463220178668,1626.133,1564.40251938,Tom Brady,182.79911753796,19.433111426,0.6453934391939999,107.39822988378,175.259028772542,1578.06711797,46,NA,NA,16,23,23,2,23.5,1618.7775000000001,1628.843,44.7,44.8,2005_09_IND_NE,2005-11-07,IND,51,Bernie Kukar,0,10,39.9,NA,43.67,3.71
2005,Nov,NE,10,2005,NA,NE,1626.133,0.8516824048496534,1631.553,1578.06711797,Tom Brady,175.25902877273998,14.3806159791,0.828249311503,166.46745117387,174.379871012853,1584.22441154,29,NA,NA,24,17,24,2,23.5,1618.7775000000001,1628.843,44.7,44.8,NA,NA,NA,NA,NA,NA,NA,39.9,NA,43.67,3.71
2005,Nov,KC,11,2005,NA,NE,1631.553,0.5202229283259376,1606.444,1584.22441154,Tom Brady,174.37987101282,12.9422903566,0.486858615449,-70.02793521074999,149.93909039046298,1560.68834094,81,NA,NA,26,16,16,0,16,1631.553,1606.444,44.7,44.8,2005_11_NO_NE,2005-11-20,NO,51,Gerry Austin,0,10,39.9,NA,43.67,3.71
2005,Dec,NE,12,2005,NA,NE,1606.444,0.813180587332869,1615.279,1560.68834094,Tom Brady,149.93909039043,-0.176958821671,0.800825149951,215.24659296954,156.469840648341,1570.05407512,29,NA,NA,16,3,16,4,27.5,1630.14475,1646.15475,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,10.7,43.67,2.87
2005,Dec,NE,13,2005,NA,NE,1615.279,0.6155017911099773,1640.246,1570.05407512,Tom Brady,156.46984064844,2.87069433404,0.6086612192959999,337.309378494,174.553794432996,1594.30616139,48,NA,NA,7,35,35,4,27.5,1630.14475,1646.15475,NA,NA,2005_13_NYJ_NE,2005-12-04,NYJ,26,Jeff Triplette,0,2,39.9,10.7,43.67,2.87
2005,Dec,NE,14,2005,NA,NE,1640.246,0.7082246786623172,1658.61,1594.30616139,Tom Brady,174.55379443292998,11.5652235867,0.67000347705,299.51600196143994,187.05001518578095,1614.80873176,82,NA,NA,28,0,28,4,27.5,1630.14475,1646.15475,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,10.7,43.67,2.87
2005,Dec,NE,15,2005,NA,NE,1658.61,0.7326922285822505,1670.484,1614.80873176,Tom Brady,187.05001518555,17.0515511532,0.738402431288,97.95606575733,178.14062024272803,1626.31155093,51,NA,NA,21,31,31,4,27.5,1630.14475,1646.15475,NA,NA,2005_15_TB_NE,2005-12-17,TB,38,Scott Green,0,2,39.9,10.7,43.67,2.87
2006,Jan,MIA,16,2005,NA,NE,1670.484,0.7989738462751301,1650.782,1626.31155093,Tom Brady,178.14062024286,11.5791066566,0.777801857055,2.2660994238860996,160.5531681609626,1607.17162261,75,NA,NA,26,28,26,0,26,1670.484,1650.782,49.4,36.6,NA,NA,NA,NA,NA,NA,NA,17.1,1.0,52.89,4.6
2006,Jan,NE,17,2005,w,NE,1650.782,0.6563504459556049,1672.086,1607.17162261,Tom Brady,160.55316816099,2.05777276199,0.603324141278,156.69421043462998,160.16727238835398,1631.94221842,92,NA,NA,28,3,28,1,28,1650.782,1672.086,49.4,36.6,2005_17_MIA_NE,2006-01-01,MIA,25,Tom White,0,2,17.1,1.0,52.89,4.6
2006,Jan,DEN,18,2005,d,NE,1672.086,0.3603475468271563,1653.415,1631.94221842,Tom Brady,160.16727238842,1.62814896886,0.26957953161399995,156.29372305370998,159.779917454949,1618.28000569,98,NA,NA,27,13,13,0,13,1672.086,1653.415,49.4,36.6,2005_18_JAX_NE,2006-01-07,JAX,24,Walt Anderson,0,2,17.1,1.0,52.89,4.6
2006,Sep,NE,1,2006,NA,NE,1603.944,0.7540720695755452,1608.908,1592.7433346,Tom Brady,144.30360020043,7.39310375491,0.773237092905,6.886603285254,130.5619005089124,1597.36540943,56,NA,NA,19,17,19,2,21.5,1606.426,1616.9425,49.4,62.5,2006_01_BUF_NE,2006-09-10,BUF,63,Terry McAulay,0,11,17.1,0.0,52.89,1.72
2006,Sep,NE,2,2006,NA,NE,1608.908,0.6011150771415708,1624.977,1597.36540943,Tom Brady,130.56190050882,-0.729584828973,0.581848631795,92.65017391509,126.770727849447,1614.47157126,67,NA,NA,17,24,24,2,21.5,1606.426,1616.9425,49.4,62.5,NA,NA,NA,NA,NA,NA,NA,17.1,0.0,52.89,1.72
2006,Sep,DEN,3,2006,NA,NE,1624.977,0.6192494010430583,1594.093,1614.47157126,Tom Brady,126.77072784947998,-3.38265711256,0.665051092964,231.76338824694,137.26999388922596,1580.97018039,84,NA,NA,7,17,7,0,7,1624.977,1594.093,49.4,62.5,2006_03_DEN_NE,2006-09-24,DEN,68,Gerry Austin,0,11,17.1,0.0,52.89,1.72
2006,Oct,NE,4,2006,NA,NE,1594.093,0.3816956996675244,1635.978,1580.97018039,Tom Brady,137.26999388916,1.32154008713,0.384641615684,187.73193289719,142.31618778996298,1622.47037535,87,NA,NA,13,38,38,4,29.25,1634.78175,1659.5207500000001,49.4,52.2,NA,NA,NA,NA,NA,NA,NA,17.1,0.0,52.89,4.5
2006,Oct,NE,5,2006,NA,NE,1635.978,0.7965545345975327,1644.786,1622.47037535,Tom Brady,142.31618779026,3.13544822494,0.805928301958,108.16070747064,138.90063975829798,1631.87611282,68,NA,NA,20,10,20,4,29.25,1634.78175,1659.5207500000001,49.4,52.2,2006_05_MIA_NE,2006-10-08,MIA,65,Ed Hochuli,0,4,17.1,0.0,52.89,4.5
2006,Oct,NE,6,2006,NA,NE,1644.786,0.6717358138469443,1664.27,1631.87611282,Tom Brady,138.90063975809997,0.692101170313,0.710500132384,112.94448051018,136.30502383330798,1648.65964797,65,NA,NA,6,28,28,4,29.25,1634.78175,1659.5207500000001,49.4,52.2,NA,NA,NA,NA,NA,NA,NA,17.1,0.0,52.89,4.5
2006,Oct,NE,7,2006,NA,NE,1664.27,0.5463827966483497,1693.049,1648.65964797,Tom Brady,136.30502383344,-1.16123241526,0.5429100174179999,320.34572730434996,154.709094180531,1677.56659821,90,NA,NA,7,31,31,4,29.25,1634.78175,1659.5207500000001,49.4,52.2,NA,NA,NA,NA,NA,NA,NA,17.1,0.0,52.89,4.5
2006,Nov,IND,8,2006,NA,NE,1693.049,0.5753325663244828,1668.534,1677.56659821,Tom Brady,154.7090941803,7.63003587085,0.515166734239,-69.84535068225,132.25364969404495,1655.91984025,100,NA,NA,20,27,20,0,20,1693.049,1668.534,49.4,48.1,NA,NA,NA,NA,NA,NA,NA,17.1,0.0,52.89,5.8
2006,Nov,NYJ,9,2006,NA,NE,1668.534,0.8315798798013141,1642.151,1655.91984025,Tom Brady,132.25364969421,-4.4011338232,0.803748739894,82.11706874679,127.239991599468,1630.79321864,67,NA,NA,14,17,14,0,14,1668.534,1642.151,49.4,48.1,2006_09_IND_NE,2006-11-05,IND,31,Ron Winter,0,2.3333333333333335,17.1,0.0,52.89,5.8
2006,Nov,NE,10,2006,NA,NE,1642.151,0.6727200643926352,1664.345,1630.79321864,Tom Brady,127.23999159926998,-7.06765727105,0.6613755702649999,301.36735029654,144.652727468997,1654.60966597,67,NA,NA,0,35,35,2,26,1653.248,1670.1435000000001,49.4,48.1,2006_10_NYJ_NE,2006-11-12,NYJ,58,Peter Morelli,0,2.3333333333333335,17.1,0.0,52.89,5.8
2006,Nov,NE,11,2006,NA,NE,1664.345,0.6251652590750083,1675.942,1654.60966597,Tom Brady,144.65272746903,1.65031754488,0.593920861366,189.9536225268,149.182816974807,1667.15400146,98,NA,NA,17,13,17,2,26,1653.248,1670.1435000000001,49.4,48.1,NA,NA,NA,NA,NA,NA,NA,17.1,0.0,52.89,5.8
2006,Dec,NE,12,2006,NA,NE,1675.942,0.917846676110549,1678.812,1667.15400146,Tom Brady,149.18281697484,3.5252480363,0.907455910871,124.34778580884,146.69931385824,1670.38274146,39,NA,NA,28,21,28,4,33,1652.563,1664.26475,49.4,39.9,NA,NA,NA,NA,NA,NA,NA,17.1,0.8,52.89,1.89
2006,Dec,MIA,13,2006,NA,NE,1678.812,0.6730647005513396,1634.686,1670.38274146,Tom Brady,146.69931385823998,1.83039553038,0.672101144787,-73.13457635286,124.71592483712998,1626.66137642,84,NA,NA,21,0,0,0,0,1678.812,1634.686,49.4,39.9,2006_13_DET_NE,2006-12-03,DET,44,Jeff Triplette,0,8.5,17.1,0.8,52.89,1.89
2006,Dec,NE,14,2006,NA,NE,1634.686,0.8726688979469627,1642.482,1626.66137642,Tom Brady,124.71592483713,-9.50197344792,0.844438175646,122.38518927327,124.482851280744,1636.01229971,43,NA,NA,40,7,40,4,33,1652.563,1664.26475,49.4,39.9,NA,NA,NA,NA,NA,NA,NA,17.1,0.8,52.89,1.89
2006,Dec,NE,15,2006,NA,NE,1642.482,0.4753707757038059,1657.142,1636.01229971,Tom Brady,124.48285128081,-9.36765077582,0.464024071586,279.93864863844,140.028431016573,1650.84463346,92,NA,NA,21,24,24,4,33,1652.563,1664.26475,49.4,39.9,2006_15_HOU_NE,2006-12-17,HOU,52,Scott Green,0,8.5,17.1,0.8,52.89,1.89
2006,Dec,NE,16,2006,NA,NE,1657.142,0.614697707273544,1678.623,1650.84463346,Tom Brady,140.02843101653997,-1.32829366904,0.569812758797,159.63836858046,141.98942477293198,1674.80265143,88,NA,NA,23,40,40,4,33,1652.563,1664.26475,49.4,39.9,NA,NA,NA,NA,NA,NA,NA,17.1,0.8,52.89,1.89
2007,Jan,NE,17,2006,w,NE,1678.623,0.7722694256975564,1691.463,1674.80265143,Tom Brady,141.9894247728,-0.463015877295,0.788823644136,244.12112854866,152.202595150386,1686.48819475,91,NA,NA,37,16,37,1,37,1678.623,1691.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,8.3,39.47,2.57
2007,Jan,NE,18,2006,d,NE,1691.463,0.34759565798094594,1710.498,1686.48819475,Tom Brady,152.20259515064998,4.50324971244,0.31681061069899996,42.94937998923,141.277273634508,1706.40517283,100,NA,NA,21,24,24,1,24,1691.463,1710.498,NA,NA,2006_18_NYJ_NE,2007-01-07,NYJ,50,Bill Vinovich,0,8,51.2,8.3,39.47,2.57
2007,Jan,IND,19,2006,c,NE,1710.498,0.42810274470378296,1697.026,1706.40517283,Tom Brady,141.27727363431,-1.33169688487,0.420687997454,127.01735064447,139.85128133532598,1692.99878458,100,NA,NA,38,34,34,0,34,1710.498,1697.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,8.3,39.47,2.57
2007,Sep,NE,1,2007,NA,NE,1633.017,0.5769828895540754,1659.599,1636.48750768,Tom Brady,139.85128133525998,4.37951265595,0.610847276888,381.8554180155,164.05169500328398,1660.50395292,81,NA,NA,14,38,38,3,38,1659.2736666666667,1680.4706666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,0.0,39.47,1.81
2007,Sep,NE,2,2007,NA,NE,1659.599,0.5907165750859004,1685.205,1660.50395292,Tom Brady,164.05169500334998,16.1415739407,0.666362860871,296.92173335814,177.33869883882895,1680.85501481,97,NA,NA,38,14,38,3,38,1659.2736666666667,1680.4706666666666,NA,NA,2007_02_SD_NE,2007-09-16,SD,55,Ed Hochuli,0,7.5,51.2,0.0,39.47,1.81
2007,Sep,NE,3,2007,NA,NE,1685.205,0.8161374404448888,1696.608,1680.85501481,Tom Brady,177.33869883872998,21.8707442366,0.873292114914,389.9725895472,198.602087909577,1688.51375936,74,NA,NA,38,7,38,3,38,1659.2736666666667,1680.4706666666666,NA,NA,2007_03_BUF_NE,2007-09-23,BUF,74,Scott Green,0,7.5,51.2,0.0,39.47,1.81
2007,Oct,NE,4,2007,NA,NE,1696.608,0.6542726349395247,1716.956,1688.51375936,Tom Brady,198.60208790961,31.3123739279,0.681219700216,256.57148105061,204.39902722371,1706.93455222,93,NA,NA,13,34,34,5,43.4,1728.0724,1741.6086,55.0,57.3,NA,NA,NA,NA,NA,NA,NA,51.2,0.0,39.47,2.08
2007,Oct,NE,5,2007,NA,NE,1716.956,0.8831587306144953,1722.78,1706.93455222,Tom Brady,204.39902722371,32.5583500195,0.895378624015,261.8572621302,210.14485071435897,1711.94728063,78,NA,NA,34,17,34,5,43.4,1728.0724,1741.6086,55.0,57.3,2007_05_CLE_NE,2007-10-07,CLE,56,Walt Coleman,0,11.5,51.2,0.0,39.47,2.08
2007,Oct,NE,6,2007,NA,NE,1722.78,0.5773228632289058,1748.283,1711.94728063,Tom Brady,210.14485071459,33.7251568817,0.561248855025,413.9328587262,230.523651515751,1738.49259045,100,NA,NA,27,48,48,5,43.4,1728.0724,1741.6086,55.0,57.3,NA,NA,NA,NA,NA,NA,NA,51.2,0.0,39.47,2.08
2007,Oct,NE,7,2007,NA,NE,1748.283,0.8620107698011251,1755.735,1738.49259045,Tom Brady,230.52365151552,42.1579307942,0.9146020395266,482.5657139457,255.72785775853797,1742.98497359,54,NA,NA,28,49,49,5,43.4,1728.0724,1741.6086,55.0,57.3,NA,NA,NA,NA,NA,NA,NA,51.2,0.0,39.47,2.08
2007,Oct,NE,8,2007,NA,NE,1755.735,0.8714060411882426,1764.289,1742.98497359,Tom Brady,255.72785775867,52.5888055965,0.880314496723,489.5558155059,279.11065353339296,1750.89337294,96,NA,NA,52,7,52,5,43.4,1728.0724,1741.6086,55.0,57.3,2007_08_WAS_NE,2007-10-28,WAS,55,Larry Nemmers,0,11.5,51.2,0.0,39.47,2.08
2007,Nov,NE,9,2007,NA,NE,1764.289,0.4174478952441987,1783.548,1750.89337294,Tom Brady,279.11065353335994,61.5937646024,0.518019060445,172.08067525241998,268.40765570526594,1766.25683069,100,NA,NA,20,24,24,3,37,1783.7503333333334,1797.7693333333334,55.0,42.6,NA,NA,NA,NA,NA,NA,NA,51.2,NA,39.47,2.8
2007,Nov,NE,10,2007,NA,NE,1783.548,0.722508141668869,1803.414,1766.25683069,Tom Brady,268.4076557052,53.1112787168,0.839628749038,520.0029588072,293.56718601539995,1777.27363035,97,NA,NA,10,56,56,3,37,1783.7503333333334,1797.7693333333334,55.0,42.6,NA,NA,NA,NA,NA,NA,NA,51.2,NA,39.47,2.8
2007,Nov,NE,11,2007,NA,NE,1803.414,0.8778118870670821,1806.346,1777.27363035,Tom Brady,293.56718601539995,62.9893110688,0.932390568719,248.30663459315997,289.04113087317603,1779.01129307,95,NA,NA,31,28,31,3,37,1783.7503333333334,1797.7693333333334,55.0,42.6,NA,NA,NA,NA,NA,NA,NA,51.2,NA,39.47,2.8
2007,Dec,NE,12,2007,NA,NE,1806.346,0.8312256525299876,1810.502,1779.01129307,Tom Brady,289.04113087344,57.5352659636,0.8908627987,88.00901169258,268.93791895535395,1781.67231196,90,NA,NA,24,27,27,5,29.4,1817.7696,1822.7928,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,26.9,39.47,5.25
2007,Dec,NE,13,2007,NA,NE,1810.502,0.7972160666711918,1821.815,1781.67231196,Tom Brady,268.93791895508997,44.5694999239,0.812863923156,497.7705007539,291.821177134971,1792.06222302,100,NA,NA,34,13,34,5,29.4,1817.7696,1822.7928,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,26.9,39.47,5.25
2007,Dec,NE,14,2007,NA,NE,1821.815,0.938935902119886,1824.224,1792.06222302,Tom Brady,291.82117713507,53.7489969134,0.952598830818,3.447022359759,262.98376165753893,1793.91372124,85,NA,NA,20,10,20,5,29.4,1817.7696,1822.7928,NA,NA,2007_14_PIT_NE,2007-12-09,PIT,34,Terry McAulay,0,8.666666666666666,51.2,26.9,39.47,5.25
2007,Dec,NE,15,2007,NA,NE,1824.224,0.9645780571453652,1825.961,1793.91372124,Tom Brady,262.98376165776,36.6125479351,0.96721211305200006,66.86007157533,243.37139264951696,1795.51404873,60,NA,NA,28,7,28,5,29.4,1817.7696,1822.7928,NA,NA,2007_15_NYJ_NE,2007-12-16,NYJ,36,Jerome Boger,0,8.666666666666666,51.2,26.9,39.47,5.25
2007,Dec,NE,16,2007,NA,NE,1825.961,0.7815913854266643,1831.462,1795.51404873,Tom Brady,243.37139264921996,24.9484737798,0.50216630522,366.5530928763,255.68956267192792,1800.25659234,98,NA,NA,35,38,38,5,29.4,1817.7696,1822.7928,NA,NA,2007_16_MIA_NE,2007-12-23,MIA,43,Ron Winter,0,8.666666666666666,51.2,26.9,39.47,5.25
2008,Jan,NE,17,2007,d,NE,1831.462,0.8156159984373653,1839.663,1800.25659234,Tom Brady,255.68956267206,29.8355990732,0.829190782002,374.9274042558,267.613346830434,1806.39016025,100,NA,NA,31,20,31,1,31,1831.462,1839.663,53.6,30.9,NA,NA,NA,NA,NA,NA,NA,65.9,23.7,54.46,2.69
2008,Jan,NE,18,2007,c,NE,1839.663,0.7667079388436255,1849.484,1806.39016025,Tom Brady,267.6133468305,34.2836287726,0.786154439023,57.14634668786999,246.56664681623695,1814.36622637,100,NA,NA,21,12,21,1,21,1839.663,1849.484,53.6,30.9,NA,NA,NA,NA,NA,NA,NA,65.9,23.7,54.46,2.69
2008,Feb,NYG,19,2007,s,NE,1849.484,0.8062273326650072,1824.295,1814.36622637,Tom Brady,246.56664681627,22.0262231434,0.79132566622,94.00635503886,231.310617638529,1788.08226522,100,NA,NA,17,14,14,0,14,1849.484,1824.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.9,6.2,54.46,7.94
2008,Sep,NE,1,2008,NA,NE,1717.863,0.897269817607416,1721.511,1671.18717005,Tom Brady,231.31061763843,17.581258148,0.884807461499,60.257535928589995,214.20530946744591,1675.23266689,62,NA,NA,17,10,17,2,18,1719.687,1726.6855,53.6,62.9,2008_01_KC_NE,2008-09-07,KC,75,Carl Cheffers,0,8,65.9,0.0,54.46,6.45
2008,Sep,NE,2,2008,NA,NE,1721.511,0.7552753096733454,1731.86,1675.23266689,Matt Cassel,9.0684,-197.293231996,0.377176593215,54.60578807046,13.622138807046,1704.83259837,45,NA,NA,10,19,19,2,18,1719.687,1726.6855,53.6,62.9,NA,NA,NA,NA,NA,NA,NA,65.9,0.0,54.46,6.45
2008,Sep,MIA,3,2008,NA,NE,1731.86,0.9347050506406316,1654.749,1704.83259837,Matt Cassel,13.622138807046,-185.151700993,0.779772063438,-40.60555854267,8.199369072074399,1648.02253275,18,NA,NA,13,38,13,0,13,1731.86,1654.749,53.6,62.9,2008_03_MIA_NE,2008-09-21,MIA,72,Bill Carollo,0,8,65.9,0.0,54.46,6.45
2008,Oct,NE,4,2008,NA,NE,1654.749,0.7402000292147716,1665.799,1648.02253275,Matt Cassel,8.199369072081,-178.605500811,0.51602717203,7.409383665321,8.120370531405,1669.89361235,20,NA,NA,21,30,30,3,31.333333333333332,1646.1653333333334,1656.336,53.6,50.7,NA,NA,NA,NA,NA,NA,NA,65.9,0.0,54.46,1.41
2008,Oct,LAC,5,2008,NA,NE,1665.799,0.5086352745075895,1634.743,1669.89361235,Matt Cassel,8.120370531405,-169.714725041,0.29233256352299997,-2.5412818168782,7.054205296576679,1653.04321351,69,NA,NA,30,10,10,0,10,1665.799,1634.743,53.6,50.7,NA,NA,NA,NA,NA,NA,NA,65.9,0.0,54.46,1.41
2008,Oct,NE,6,2008,NA,NE,1634.743,0.7794505148703029,1649.004,1653.04321351,Matt Cassel,7.054205296578,-161.762071406,0.584103520539,81.62313703302,14.5110984702222,1681.72172448,45,NA,NA,41,7,41,3,31.333333333333332,1646.1653333333334,1656.336,53.6,50.7,NA,NA,NA,NA,NA,NA,NA,65.9,0.0,54.46,1.41
